A,B,OUT
-128,-128,15557
-128,-127,15557
-128,-126,15557
-128,-125,15557
-128,-124,15557
-128,-123,15557
-128,-122,15557
-128,-121,15557
-128,-120,15557
-128,-119,15557
-128,-118,15557
-128,-117,15557
-128,-116,15557
-128,-115,15557
-128,-114,15557
-128,-113,15557
-128,-112,13685
-128,-111,13685
-128,-110,13685
-128,-109,13685
-128,-108,13685
-128,-107,13685
-128,-106,13685
-128,-105,13685
-128,-104,13685
-128,-103,13685
-128,-102,13685
-128,-101,13685
-128,-100,13685
-128,-99,13685
-128,-98,13685
-128,-97,13685
-128,-96,11460
-128,-95,11460
-128,-94,11460
-128,-93,11460
-128,-92,11460
-128,-91,11460
-128,-90,11460
-128,-89,11460
-128,-88,11460
-128,-87,11460
-128,-86,11460
-128,-85,11460
-128,-84,11460
-128,-83,11460
-128,-82,11460
-128,-81,11460
-128,-80,9588
-128,-79,9588
-128,-78,9588
-128,-77,9588
-128,-76,9588
-128,-75,9588
-128,-74,9588
-128,-73,9588
-128,-72,9588
-128,-71,9588
-128,-70,9588
-128,-69,9588
-128,-68,9588
-128,-67,9588
-128,-66,9588
-128,-65,9588
-128,-64,7360
-128,-63,7360
-128,-62,7360
-128,-61,7360
-128,-60,7360
-128,-59,7360
-128,-58,7360
-128,-57,7360
-128,-56,7360
-128,-55,7360
-128,-54,7360
-128,-53,7360
-128,-52,7360
-128,-51,7360
-128,-50,7360
-128,-49,7360
-128,-48,5489
-128,-47,5489
-128,-46,5489
-128,-45,5489
-128,-44,5489
-128,-43,5489
-128,-42,5489
-128,-41,5489
-128,-40,5489
-128,-39,5489
-128,-38,5489
-128,-37,5489
-128,-36,5489
-128,-35,5489
-128,-34,5489
-128,-33,5489
-128,-32,3265
-128,-31,3265
-128,-30,3265
-128,-29,3265
-128,-28,3265
-128,-27,3265
-128,-26,3265
-128,-25,3265
-128,-24,3265
-128,-23,3265
-128,-22,3265
-128,-21,3265
-128,-20,3265
-128,-19,3265
-128,-18,3265
-128,-17,3265
-128,-16,1393
-128,-15,1393
-128,-14,1393
-128,-13,1393
-128,-12,1393
-128,-11,1393
-128,-10,1393
-128,-9,1393
-128,-8,1393
-128,-7,1393
-128,-6,1393
-128,-5,1393
-128,-4,1393
-128,-3,1393
-128,-2,1393
-128,-1,1393
-128,0,-827
-128,1,-827
-128,2,-827
-128,3,-827
-128,4,-827
-128,5,-827
-128,6,-827
-128,7,-827
-128,8,-827
-128,9,-827
-128,10,-827
-128,11,-827
-128,12,-827
-128,13,-827
-128,14,-827
-128,15,-827
-128,16,-2843
-128,17,-2843
-128,18,-2843
-128,19,-2843
-128,20,-2843
-128,21,-2843
-128,22,-2843
-128,23,-2843
-128,24,-2843
-128,25,-2843
-128,26,-2843
-128,27,-2843
-128,28,-2843
-128,29,-2843
-128,30,-2843
-128,31,-2843
-128,32,-4923
-128,33,-4923
-128,34,-4923
-128,35,-4923
-128,36,-4923
-128,37,-4923
-128,38,-4923
-128,39,-4923
-128,40,-4923
-128,41,-4923
-128,42,-4923
-128,43,-4923
-128,44,-4923
-128,45,-4923
-128,46,-4923
-128,47,-4923
-128,48,-6940
-128,49,-6940
-128,50,-6940
-128,51,-6940
-128,52,-6940
-128,53,-6940
-128,54,-6940
-128,55,-6940
-128,56,-6940
-128,57,-6940
-128,58,-6940
-128,59,-6940
-128,60,-6940
-128,61,-6940
-128,62,-6940
-128,63,-6940
-128,64,-9024
-128,65,-9024
-128,66,-9024
-128,67,-9024
-128,68,-9024
-128,69,-9024
-128,70,-9024
-128,71,-9024
-128,72,-9024
-128,73,-9024
-128,74,-9024
-128,75,-9024
-128,76,-9024
-128,77,-9024
-128,78,-9024
-128,79,-9024
-128,80,-11040
-128,81,-11040
-128,82,-11040
-128,83,-11040
-128,84,-11040
-128,85,-11040
-128,86,-11040
-128,87,-11040
-128,88,-11040
-128,89,-11040
-128,90,-11040
-128,91,-11040
-128,92,-11040
-128,93,-11040
-128,94,-11040
-128,95,-11040
-128,96,-13120
-128,97,-13120
-128,98,-13120
-128,99,-13120
-128,100,-13120
-128,101,-13120
-128,102,-13120
-128,103,-13120
-128,104,-13120
-128,105,-13120
-128,106,-13120
-128,107,-13120
-128,108,-13120
-128,109,-13120
-128,110,-13120
-128,111,-13120
-128,112,-15135
-128,113,-15135
-128,114,-15135
-128,115,-15135
-128,116,-15135
-128,117,-15135
-128,118,-15135
-128,119,-15135
-128,120,-15135
-128,121,-15135
-128,122,-15135
-128,123,-15135
-128,124,-15135
-128,125,-15135
-128,126,-15135
-128,127,-15135
-127,-128,15557
-127,-127,15557
-127,-126,15557
-127,-125,15557
-127,-124,15557
-127,-123,15557
-127,-122,15557
-127,-121,15557
-127,-120,15557
-127,-119,15557
-127,-118,15557
-127,-117,15557
-127,-116,15557
-127,-115,15557
-127,-114,15557
-127,-113,15557
-127,-112,13685
-127,-111,13685
-127,-110,13685
-127,-109,13685
-127,-108,13685
-127,-107,13685
-127,-106,13685
-127,-105,13685
-127,-104,13685
-127,-103,13685
-127,-102,13685
-127,-101,13685
-127,-100,13685
-127,-99,13685
-127,-98,13685
-127,-97,13685
-127,-96,11460
-127,-95,11460
-127,-94,11460
-127,-93,11460
-127,-92,11460
-127,-91,11460
-127,-90,11460
-127,-89,11460
-127,-88,11460
-127,-87,11460
-127,-86,11460
-127,-85,11460
-127,-84,11460
-127,-83,11460
-127,-82,11460
-127,-81,11460
-127,-80,9588
-127,-79,9588
-127,-78,9588
-127,-77,9588
-127,-76,9588
-127,-75,9588
-127,-74,9588
-127,-73,9588
-127,-72,9588
-127,-71,9588
-127,-70,9588
-127,-69,9588
-127,-68,9588
-127,-67,9588
-127,-66,9588
-127,-65,9588
-127,-64,7360
-127,-63,7360
-127,-62,7360
-127,-61,7360
-127,-60,7360
-127,-59,7360
-127,-58,7360
-127,-57,7360
-127,-56,7360
-127,-55,7360
-127,-54,7360
-127,-53,7360
-127,-52,7360
-127,-51,7360
-127,-50,7360
-127,-49,7360
-127,-48,5489
-127,-47,5489
-127,-46,5489
-127,-45,5489
-127,-44,5489
-127,-43,5489
-127,-42,5489
-127,-41,5489
-127,-40,5489
-127,-39,5489
-127,-38,5489
-127,-37,5489
-127,-36,5489
-127,-35,5489
-127,-34,5489
-127,-33,5489
-127,-32,3265
-127,-31,3265
-127,-30,3265
-127,-29,3265
-127,-28,3265
-127,-27,3265
-127,-26,3265
-127,-25,3265
-127,-24,3265
-127,-23,3265
-127,-22,3265
-127,-21,3265
-127,-20,3265
-127,-19,3265
-127,-18,3265
-127,-17,3265
-127,-16,1393
-127,-15,1393
-127,-14,1393
-127,-13,1393
-127,-12,1393
-127,-11,1393
-127,-10,1393
-127,-9,1393
-127,-8,1393
-127,-7,1393
-127,-6,1393
-127,-5,1393
-127,-4,1393
-127,-3,1393
-127,-2,1393
-127,-1,1393
-127,0,-827
-127,1,-827
-127,2,-827
-127,3,-827
-127,4,-827
-127,5,-827
-127,6,-827
-127,7,-827
-127,8,-827
-127,9,-827
-127,10,-827
-127,11,-827
-127,12,-827
-127,13,-827
-127,14,-827
-127,15,-827
-127,16,-2843
-127,17,-2843
-127,18,-2843
-127,19,-2843
-127,20,-2843
-127,21,-2843
-127,22,-2843
-127,23,-2843
-127,24,-2843
-127,25,-2843
-127,26,-2843
-127,27,-2843
-127,28,-2843
-127,29,-2843
-127,30,-2843
-127,31,-2843
-127,32,-4923
-127,33,-4923
-127,34,-4923
-127,35,-4923
-127,36,-4923
-127,37,-4923
-127,38,-4923
-127,39,-4923
-127,40,-4923
-127,41,-4923
-127,42,-4923
-127,43,-4923
-127,44,-4923
-127,45,-4923
-127,46,-4923
-127,47,-4923
-127,48,-6940
-127,49,-6940
-127,50,-6940
-127,51,-6940
-127,52,-6940
-127,53,-6940
-127,54,-6940
-127,55,-6940
-127,56,-6940
-127,57,-6940
-127,58,-6940
-127,59,-6940
-127,60,-6940
-127,61,-6940
-127,62,-6940
-127,63,-6940
-127,64,-9024
-127,65,-9024
-127,66,-9024
-127,67,-9024
-127,68,-9024
-127,69,-9024
-127,70,-9024
-127,71,-9024
-127,72,-9024
-127,73,-9024
-127,74,-9024
-127,75,-9024
-127,76,-9024
-127,77,-9024
-127,78,-9024
-127,79,-9024
-127,80,-11040
-127,81,-11040
-127,82,-11040
-127,83,-11040
-127,84,-11040
